postal_code,locality,median_cadastral_income,median_area,median_rooms,median_number_floors,median_bathrooms,median_toilets,median_facades_number,median_primary_energy_consumption
5021,None,902.0,160.0,2.0,1.0,1.0,2.0,4.0,454.0
5024,None,775.0,120.0,2.0,3.0,1.0,1.0,3.0,340.0
5030,None,971.5,94.5,2.0,6.0,1.0,2.0,3.0,52.0
5031,None,933.0,192.0,4.0,2.0,1.5,2.5,3.5,352.0
5032,None,855.0,137.0,3.0,3.0,2.0,2.0,4.0,616.0
5060,None,849.0,91.0,2.0,2.0,1.0,2.0,3.0,190.0
5070,None,453.0,160.0,3.0,2.0,1.0,2.0,4.0,332.0
5080,None,784.5,143.0,4.0,1.0,1.0,1.5,4.0,454.0
5081,None,1069.5,148.0,3.0,1.0,1.0,2.0,4.0,404.5
5100,None,1366.5,91.0,2.0,5.0,1.0,1.0,4.0,62.0
5101,None,1261.0,122.5,3.0,2.0,1.0,2.0,4.0,239.0
5140,None,545.0,154.5,4.0,2.0,1.0,2.0,4.0,330.5
5150,None,1164.5,95.5,3.0,2.0,1.0,1.0,4.0,258.0
5170,None,574.0,126.5,2.5,2.5,1.0,1.0,4.0,244.0
5190,None,700.0,195.0,3.0,4.0,1.0,2.0,4.0,309.0
5300,None,1042.0,73.0,2.0,3.0,1.0,1.0,3.0,398.0
5310,None,800.0,183.0,3.0,2.0,1.0,2.0,3.0,73.0
5330,None,912.0,150.0,3.0,2.0,2.0,2.0,4.0,259.0
5332,None,314.0,261.5,2.0,3.0,1.0,2.0,4.0,255.0
5334,None,800.0,170.0,3.0,1.0,1.0,1.0,2.0,757.0
5336,None,480.0,180.0,3.0,2.0,1.5,2.0,4.0,454.0
5340,None,590.5,130.0,3.0,1.0,1.0,2.0,4.0,388.5
5350,None,963.0,142.0,3.0,1.5,1.0,2.0,3.0,71.0
5360,None,477.0,177.0,3.0,3.0,1.0,2.0,3.0,301.5
5361,None,187.0,165.0,3.0,2.0,1.0,1.0,2.0,856.0
5362,None,443.0,166.0,3.0,2.0,1.0,2.0,3.5,353.5
5363,None,632.0,130.0,3.0,3.0,1.0,1.0,3.0,659.0
5380,None,538.5,164.0,3.0,2.0,1.0,1.0,3.0,295.0
5500,None,741.5,152.0,3.0,2.0,1.0,1.0,3.0,317.0
5501,None,465.5,160.0,3.0,3.0,1.0,2.0,2.0,410.0
5502,None,416.0,217.0,3.5,3.0,1.0,2.0,4.0,472.5
5503,None,512.0,105.0,3.0,3.0,1.0,2.0,3.5,540.0
5520,None,983.0,72.0,2.0,1.0,1.0,1.0,2.0,233.0
5522,None,443.5,275.0,4.0,2.0,1.0,2.0,3.0,231.0
5523,None,280.0,139.0,3.0,2.0,1.0,1.0,4.0,199.0
5530,None,693.0,125.5,3.0,2.0,1.0,1.0,4.0,323.5
5537,None,800.0,181.0,4.0,3.0,1.0,2.0,4.0,202.0
5540,None,328.0,60.0,2.0,1.0,1.0,1.0,4.0,431.5
5541,None,365.0,65.0,2.0,3.0,1.0,1.0,3.5,680.0
5542,None,312.0,42.0,2.0,1.0,1.0,1.0,4.0,674.0
5543,None,491.5,360.0,5.0,4.0,1.0,3.0,4.0,376.0
5544,None,463.0,175.0,3.0,2.0,1.0,2.0,3.5,431.0
5550,None,532.0,255.0,4.0,3.0,1.0,2.0,3.0,434.5
5555,None,602.0,206.0,4.0,2.0,1.0,2.0,4.0,408.0
5560,None,509.0,125.0,3.0,3.0,1.0,1.0,3.0,300.0
5561,None,594.0,89.5,2.5,3.0,2.0,1.0,4.0,271.5
5563,None,800.0,208.0,5.0,3.0,1.0,2.0,4.0,480.0
5564,None,497.0,164.0,4.0,2.0,1.0,1.0,4.0,309.0
5570,None,562.0,155.0,3.0,2.0,1.0,2.0,3.0,379.5
5574,None,800.0,166.0,4.5,3.0,2.0,1.0,3.5,388.0
5580,None,686.0,130.0,3.0,3.0,1.0,1.0,3.0,373.0
5590,None,835.0,92.0,2.0,3.0,1.0,1.0,3.0,60.0
5600,None,5016.0,150.0,4.5,3.0,2.0,4.0,3.0,444.5
5620,None,529.0,151.5,3.0,1.5,1.0,2.0,2.0,323.5
5621,None,843.5,172.0,3.0,2.0,1.0,2.0,4.0,322.0
5630,None,374.0,174.0,3.0,3.0,1.0,2.0,3.0,323.5
5651,None,615.5,180.0,3.0,1.5,1.0,2.0,3.5,329.5
5660,None,433.5,143.0,3.0,2.0,1.0,2.0,3.0,339.5
5670,None,462.0,111.5,1.5,3.0,1.0,1.0,2.5,237.0
5680,None,485.0,164.5,4.0,3.0,1.0,2.0,3.0,431.5
6000,None,1118.5,110.0,2.5,4.0,1.0,1.0,2.0,292.0
6001,None,773.0,126.0,3.0,3.0,1.0,1.0,3.0,345.0
6010,None,559.5,146.0,3.0,2.0,1.0,1.0,3.0,381.0
6020,None,502.5,118.0,3.0,4.0,1.0,1.0,2.0,448.0
6030,None,461.0,147.0,3.0,2.0,1.0,1.0,2.0,358.0
6031,None,416.0,155.0,3.0,2.0,1.0,2.0,3.0,383.0
6032,None,743.0,127.0,3.0,2.0,1.0,1.0,3.0,367.0
6040,None,461.0,144.0,3.0,2.0,1.0,1.0,3.0,389.0
6041,None,639.0,122.0,3.0,2.0,1.0,1.0,2.0,292.0
6042,None,484.0,125.0,3.0,2.0,1.0,1.0,2.0,350.0
6043,None,423.0,139.0,3.0,2.0,1.0,1.5,3.0,369.0
6044,None,492.5,138.0,3.0,2.0,1.0,1.0,3.0,339.0
6060,None,654.0,128.0,3.0,2.0,1.0,1.0,2.0,341.5
6061,None,535.0,123.0,3.0,2.0,1.0,1.0,3.0,420.5
6120,None,2505.0,168.0,3.0,3.0,1.0,4.0,2.0,197.0
6150,None,345.0,142.0,3.0,3.0,1.0,1.0,2.0,225.0
6180,None,538.0,150.0,3.0,2.0,1.0,1.5,3.0,343.0
6181,None,445.5,158.0,3.0,3.0,1.0,2.0,3.0,336.0
6182,None,401.0,144.0,3.0,2.0,1.0,2.0,3.0,384.5
6183,None,475.0,120.0,2.0,2.0,1.0,1.0,3.0,339.0
6200,None,542.0,125.0,3.0,2.0,1.0,1.0,2.0,351.0
6210,None,594.0,154.0,3.0,2.0,1.0,2.0,3.0,276.0
6211,None,543.0,140.0,3.0,2.0,1.5,2.0,2.5,322.0
6220,None,800.0,82.0,2.0,3.0,1.0,1.0,3.0,232.0
6230,pont-a-celles,511.5,86.0,2.0,5.0,1.0,1.0,3.0,421.0
6238,None,1054.5,142.5,3.0,1.5,1.0,1.0,4.0,701.5
6240,None,1189.0,315.0,3.0,3.0,2.0,1.0,2.0,514.0
6250,None,1120.0,135.0,3.0,3.0,1.0,2.0,4.0,325.0
6280,None,389.0,118.0,2.0,3.0,1.0,1.0,4.0,452.0
6440,None,481.5,104.0,3.0,1.0,1.0,1.0,4.0,365.0
6441,None,546.0,53.0,2.0,1.0,1.0,1.0,3.0,247.0
6460,None,770.0,120.0,2.0,2.0,1.0,2.0,2.0,74.0
6461,None,277.0,120.0,2.0,2.0,1.0,1.0,3.0,532.0
6464,None,206.0,67.5,2.0,4.0,1.0,1.0,4.0,454.5
6470,None,800.0,198.0,3.5,3.0,1.0,1.0,4.0,232.0
6500,None,742.0,175.0,3.0,2.0,1.0,2.0,4.0,298.0
6511,None,982.0,241.0,3.0,1.0,1.0,2.0,3.0,462.0
6530,None,741.0,166.0,3.0,2.0,1.0,2.0,3.0,330.0
6531,None,550.0,190.0,3.0,3.0,1.5,3.0,3.0,339.0
6533,None,2868.0,119.0,3.0,3.0,2.0,1.0,4.0,232.0
6534,None,1015.0,123.0,3.0,2.0,1.0,2.0,3.0,333.0
6536,None,411.0,131.0,2.0,2.0,1.0,1.5,2.5,277.0
6540,None,1012.0,137.0,3.0,2.5,1.0,2.0,3.5,194.0
6542,None,760.0,184.0,4.0,2.0,1.0,2.0,4.0,213.0
6543,None,919.0,230.0,3.5,2.0,1.0,3.0,4.0,262.0
6560,None,582.0,160.0,4.0,2.0,1.0,2.0,4.0,447.0
6567,None,550.0,158.0,3.0,1.5,1.0,1.5,3.0,494.5
6590,None,800.0,181.0,6.0,3.0,2.0,2.0,4.0,344.0
6596,None,800.0,188.0,5.0,3.0,1.0,2.0,3.0,232.0
6600,None,883.5,97.0,2.0,3.0,1.0,1.0,3.0,70.0
6640,None,633.5,97.0,3.0,2.0,1.0,1.0,4.0,139.0
6660,None,650.0,231.5,4.0,2.0,1.0,3.0,4.0,324.5
6661,None,1069.0,301.5,4.5,3.0,2.0,1.0,4.0,323.5
6663,None,2223.0,623.0,9.0,2.0,8.0,4.0,4.0,165.0
6666,None,587.0,373.0,7.0,3.0,3.0,1.0,4.0,303.5
6670,None,713.0,246.0,4.0,2.0,1.0,2.0,4.0,320.0
6671,None,299.0,115.0,2.0,3.0,1.0,1.0,4.0,814.0
6672,None,800.0,86.0,1.0,3.0,1.0,1.0,3.0,232.0
6674,None,513.0,148.5,3.5,2.0,1.5,2.0,4.0,136.0
6680,None,465.5,205.0,3.0,2.0,1.0,2.0,4.0,271.5
6690,None,714.0,134.0,2.0,2.0,1.0,2.0,4.0,264.0
6692,None,873.5,197.0,4.5,2.0,1.0,2.5,4.0,335.5
6698,None,354.0,196.0,4.0,2.0,1.0,4.0,4.0,275.5
6700,None,945.0,91.0,2.0,3.0,1.0,1.0,2.0,74.0
6717,None,800.0,98.0,3.0,2.0,1.0,1.0,3.0,232.0
6720,None,812.5,100.5,2.0,2.0,1.0,1.0,2.0,41.0
6723,None,497.0,95.0,3.0,3.0,1.0,1.0,3.0,232.0
6724,None,972.5,98.0,2.0,3.0,1.0,1.0,4.0,229.0
6730,None,480.0,86.0,2.0,2.0,1.0,2.0,3.0,249.0
6740,None,870.5,93.0,2.5,3.0,1.0,2.0,2.0,68.5
6741,None,379.0,271.0,4.0,2.0,1.5,2.0,3.0,257.5
6747,None,768.0,165.0,4.0,3.0,1.0,1.0,4.0,311.0
6750,None,680.5,129.0,3.0,1.0,1.0,2.0,3.0,171.0
6760,None,714.0,126.0,3.0,2.0,1.0,2.0,3.0,180.0
6762,None,728.0,119.0,3.0,2.0,1.5,2.0,2.5,353.0
6780,None,432.0,212.0,3.5,2.5,2.0,2.0,3.0,232.0
6782,None,800.0,179.0,3.0,2.0,1.0,1.0,2.0,36.0
6790,None,873.0,175.0,3.0,2.0,1.0,1.0,4.0,229.5
6791,None,1144.0,119.5,3.0,2.0,1.0,1.0,2.0,234.0
6792,None,461.5,187.0,3.0,3.0,3.0,2.0,4.0,320.0
6800,None,938.0,93.0,3.0,2.0,1.0,1.0,3.0,189.0
6820,None,713.5,143.0,3.0,1.0,1.0,2.5,3.5,318.0
6821,None,674.0,173.0,3.0,3.0,1.0,1.0,3.0,484.0
6823,None,800.0,120.0,3.0,3.0,1.0,1.0,3.0,434.0
6824,None,567.0,420.0,5.0,3.0,5.0,7.0,2.0,275.0
6830,None,594.0,168.5,5.0,3.0,1.0,3.0,3.0,346.0
6840,None,608.0,189.0,4.0,2.5,1.0,2.0,4.0,284.0
6850,None,693.5,135.0,3.0,3.0,1.0,2.0,3.0,178.0
6851,None,800.0,170.0,4.0,3.0,2.0,1.0,3.0,83.0
6880,None,686.5,114.0,3.0,4.0,1.0,2.0,2.0,276.0
6890,None,781.0,176.0,4.0,2.0,2.0,2.0,4.0,316.5
6900,None,748.5,104.0,2.0,3.0,1.0,1.0,2.0,296.0
6927,None,884.0,198.0,4.0,2.0,1.0,1.0,4.0,207.0
6929,None,530.0,127.0,3.0,1.0,1.0,1.5,4.0,423.0
6940,None,2555.0,500.0,3.0,3.0,2.0,4.0,4.0,41.0
6941,None,736.0,105.0,3.0,1.0,1.0,2.0,3.0,76.0
6950,None,392.0,130.0,4.0,1.0,1.0,2.0,4.0,73.0
6951,None,394.5,170.0,4.0,3.0,1.0,2.0,4.0,267.0
6953,None,515.5,175.0,3.0,2.0,1.0,1.0,4.0,352.0
6960,None,848.0,232.0,4.0,2.0,1.0,2.0,4.0,241.0
6970,None,800.0,120.0,2.0,2.0,1.0,1.0,4.0,318.0
6980,None,800.0,122.0,2.0,3.0,1.0,1.0,3.0,232.0
6984,None,669.0,422.0,3.0,3.0,1.0,1.0,3.0,351.0
6990,None,562.5,153.0,3.0,2.5,1.5,2.0,4.0,336.0
6997,None,545.0,110.0,3.0,2.0,1.0,2.0,4.0,351.5
7000,mons,673.0,91.0,2.0,3.0,1.0,1.0,2.0,100.0
7011,None,849.5,102.5,3.0,2.0,1.5,2.5,2.0,285.0
7012,None,535.0,110.0,2.0,2.0,1.0,1.0,2.0,362.0
7020,None,529.0,102.0,2.0,1.0,1.0,1.0,3.0,343.5
7022,None,760.0,173.0,3.0,3.0,1.0,2.0,3.0,304.0
7024,None,406.0,197.0,3.5,1.0,1.0,1.0,2.0,214.0
7030,None,1.0,107.0,2.0,3.0,1.0,1.0,4.0,80.0
7031,None,800.0,80.0,1.0,3.0,1.0,1.0,3.0,524.0
7032,None,981.0,223.5,3.5,3.0,1.5,2.0,3.5,367.0
7033,None,401.5,105.0,2.0,2.0,1.0,1.0,2.0,299.5
7034,None,1853.0,266.0,4.0,2.0,1.0,3.0,3.0,579.0
7040,None,800.0,119.0,3.0,3.0,1.0,1.0,3.0,232.0
7041,None,800.0,141.0,3.0,1.0,1.0,1.0,3.0,71.0
7050,None,1137.0,154.5,3.0,1.0,1.0,1.0,3.5,372.0
7060,None,563.0,130.0,3.0,4.0,1.0,1.0,3.5,275.0
7061,None,1536.5,217.0,4.5,1.0,1.0,2.0,4.0,257.5
7062,None,1064.0,137.0,3.0,4.0,1.0,4.0,3.0,317.0
7063,None,1204.0,184.0,3.0,3.0,1.0,2.0,4.0,544.0
7070,None,1012.0,141.0,3.0,3.0,1.0,2.0,3.0,55.0
7080,None,461.0,116.0,2.0,2.0,1.0,1.0,2.0,375.5
7090,None,1028.0,85.0,2.0,4.0,1.0,2.0,2.0,100.0
7100,None,840.0,131.5,3.0,3.0,1.0,2.0,3.0,324.0
7110,None,553.5,158.5,3.0,2.0,1.0,1.5,3.0,322.0
7120,None,519.0,146.0,2.5,3.0,1.0,2.0,4.0,310.0
7130,None,533.0,133.0,3.0,2.0,1.0,2.0,3.0,71.0
7131,None,654.0,160.0,4.0,2.0,1.0,1.0,3.0,311.5
7133,None,1167.5,355.0,5.0,3.0,2.5,3.0,3.5,197.5
7134,None,597.0,159.0,3.0,2.0,1.0,2.0,3.0,242.0
7140,None,486.5,138.0,2.0,3.0,1.0,1.0,2.0,462.5
7141,None,416.0,169.0,3.0,2.0,1.0,1.0,3.0,416.0
7160,None,462.5,139.0,3.0,2.0,1.0,1.0,2.0,349.5
7170,None,541.0,183.0,3.0,3.0,1.0,2.0,3.0,243.0
7301,None,334.0,147.0,2.0,3.0,1.0,1.0,3.0,375.0
7320,None,896.0,200.0,5.0,3.0,1.0,2.0,4.0,176.0
7332,None,800.0,189.0,3.0,3.0,1.0,2.0,4.0,232.0
7340,None,490.0,131.0,3.0,2.0,1.0,1.0,3.0,404.0
7350,None,790.0,116.0,3.0,3.0,1.0,1.0,3.0,645.0
7370,None,403.0,150.0,3.0,2.0,1.0,1.5,3.0,350.0
7380,None,543.0,160.0,3.0,2.0,1.0,1.5,3.0,321.0
7382,None,396.0,230.0,3.0,3.0,2.0,2.0,2.0,540.0
7387,None,685.0,275.0,4.0,3.0,3.0,1.0,2.0,376.0
7390,None,495.0,115.5,2.0,2.5,1.0,1.0,2.0,354.0
7500,tournai,999.0,104.0,2.0,4.0,1.0,1.0,2.0,234.0
7501,None,718.0,145.0,3.0,3.0,1.0,1.0,4.0,246.0
7502,None,118.0,80.5,1.5,3.0,1.0,1.0,3.5,560.5
7503,None,1561.0,230.0,3.0,1.5,1.0,2.0,4.0,240.0
7504,None,456.0,147.0,3.0,3.0,1.0,2.0,4.0,439.0
7506,None,250.0,112.0,2.0,3.0,1.0,1.0,3.0,470.0
7520,None,538.0,158.0,3.0,1.0,1.0,1.0,4.0,286.0
7521,None,627.5,179.0,4.0,2.0,1.0,1.0,4.0,233.5
7522,None,643.0,183.0,3.0,1.0,1.0,2.0,4.0,281.0
7530,None,444.0,207.5,3.0,2.0,1.0,2.0,4.0,254.5
7531,None,800.0,115.0,3.0,3.0,1.0,1.0,3.0,203.0
7532,None,800.0,140.0,3.0,1.0,1.0,2.0,2.5,113.0
7533,None,800.0,175.0,3.0,3.0,2.0,1.0,2.0,711.0
7536,None,449.0,193.0,3.0,2.0,1.0,3.0,3.0,570.0
7538,None,726.0,145.0,4.0,2.0,1.0,3.0,3.0,228.0
7540,None,732.0,184.0,3.0,2.0,1.0,2.0,3.0,341.5
7542,None,652.0,300.0,3.0,3.0,1.0,3.0,4.0,161.0
7543,None,557.0,174.0,3.0,2.0,1.0,2.0,4.0,247.0
7548,None,381.0,150.0,4.0,2.0,1.0,2.0,3.0,345.0
7600,None,218.0,467.0,3.0,2.0,1.0,1.0,2.0,395.0
7608,None,800.0,136.0,3.0,3.0,1.0,1.0,3.0,232.0
7610,None,240.0,125.0,3.0,3.0,1.0,1.0,2.0,621.0
7618,None,292.0,100.0,3.0,3.0,1.0,1.0,3.0,610.0
7620,None,788.5,162.0,3.0,2.0,1.0,2.0,4.0,454.0
7622,None,327.0,132.5,3.0,1.0,1.0,3.5,3.0,372.0
7623,None,302.0,167.0,2.0,1.0,1.0,1.0,4.0,589.5
7640,None,745.0,200.0,4.0,3.0,1.0,1.0,2.0,427.0
7700,mouscron,713.0,125.0,3.0,1.0,1.0,1.0,2.0,211.0
7711,None,781.0,180.0,3.0,1.0,1.0,1.0,3.0,217.0
7712,None,1008.0,141.5,3.0,3.0,1.0,1.5,2.0,260.5
7730,None,535.0,154.0,3.0,2.0,1.0,2.0,3.0,244.5
7740,None,416.0,160.0,3.0,1.0,1.0,2.0,2.0,0.0
7742,None,403.0,155.0,2.0,1.0,1.0,1.0,2.0,376.0
7743,None,880.0,119.0,2.0,1.0,1.0,1.0,4.0,413.0
7750,None,441.0,158.0,3.0,3.0,1.0,1.0,3.0,728.0
7760,None,744.0,134.0,3.0,2.5,1.0,1.0,4.0,273.0
7780,None,504.0,108.0,3.0,2.0,1.0,1.0,2.0,281.0
7782,None,381.0,155.5,3.0,2.0,1.0,1.0,3.0,244.0
7783,None,907.0,164.0,3.0,3.0,1.5,2.0,2.5,251.0
7784,None,762.0,196.0,3.0,4.0,1.0,2.0,4.0,303.5
7800,None,1480.0,88.0,2.0,4.0,1.0,1.0,2.0,215.0
7804,None,800.0,60.0,2.0,3.0,1.0,1.0,3.0,219.0
7812,None,614.0,200.0,3.0,3.0,1.0,1.0,4.0,492.0
7830,None,589.0,199.0,3.0,2.0,1.0,1.0,4.0,288.5
7850,None,984.0,190.0,3.0,2.0,1.0,2.0,3.0,249.0
7860,None,639.0,143.0,2.0,3.0,1.0,1.0,2.0,354.5
7861,None,800.0,211.5,3.5,3.0,1.5,2.0,4.0,232.0
7862,None,800.0,192.5,2.5,3.0,1.0,1.5,4.0,435.0
7863,None,94.0,137.5,3.0,2.5,1.0,2.0,3.0,100.0
7864,None,208.0,184.0,3.0,2.0,1.0,2.0,4.0,226.5
7866,None,480.0,159.0,2.0,1.5,1.0,1.5,4.0,589.0
7880,None,800.0,180.0,4.0,3.0,1.0,2.0,2.0,151.0
7890,None,1083.0,255.0,3.0,2.0,1.0,2.0,4.0,317.0
7900,None,572.0,150.0,3.0,2.0,1.0,1.0,2.0,244.0
7903,None,950.0,171.0,3.0,3.0,1.0,2.0,4.0,203.0
7904,None,584.0,194.0,4.0,1.5,1.0,1.5,4.0,304.0
7970,None,394.0,187.0,3.0,2.0,1.0,1.0,2.0,389.5
7971,None,839.0,160.5,3.0,1.0,1.0,2.0,3.0,452.0
7972,None,703.0,191.0,3.0,1.0,1.0,2.0,4.0,363.0
7973,None,190.0,426.0,2.5,3.0,1.0,11.0,3.0,343.5
8000,None,625.0,120.0,3.0,3.0,1.0,2.0,2.0,238.0
8020,None,800.0,117.5,3.0,4.0,1.0,2.0,2.0,57.0
8200,None,787.5,105.0,3.0,3.0,1.0,1.0,2.0,293.0
8210,None,692.0,110.0,2.0,3.0,1.0,1.0,2.0,269.0
8211,None,733.5,264.0,3.0,4.0,1.0,2.0,3.0,573.0
8300,None,1150.0,90.0,2.0,5.0,2.0,2.0,2.0,147.0
8301,None,887.0,84.0,2.0,8.0,2.0,1.0,2.0,183.0
8310,None,867.0,117.5,3.0,3.0,1.0,1.0,2.0,232.0
8370,None,952.0,81.0,2.5,6.0,1.0,1.0,4.0,214.0
8380,None,752.0,96.0,2.0,5.0,1.0,1.0,2.0,269.0
8400,oostende,957.5,85.0,2.0,5.0,1.0,1.0,2.0,170.0
8420,None,768.0,63.0,2.0,5.0,1.0,2.0,3.0,183.0
8430,None,800.0,84.0,2.0,6.0,1.5,2.0,3.0,337.0
8434,None,800.0,161.0,3.0,4.0,1.0,2.0,3.0,125.0
8450,None,800.0,41.0,3.0,3.0,1.0,1.0,3.0,215.0
8460,None,800.0,114.0,2.0,3.0,1.5,2.5,2.0,232.0
8480,None,800.0,107.0,2.0,3.0,1.0,1.0,3.0,91.0
8500,None,987.0,123.0,2.0,3.0,1.0,2.0,2.0,174.5
8501,None,694.5,158.0,3.0,2.0,1.0,1.5,2.5,222.0
8510,None,1127.0,194.0,3.0,2.0,2.0,2.0,4.0,266.0
8511,None,1556.0,303.0,4.0,3.0,1.0,2.0,3.0,155.0
8520,None,800.0,115.0,3.0,2.0,1.0,2.0,2.0,0.0
8530,None,938.0,153.5,3.0,1.5,1.0,1.5,3.0,212.0
8531,None,2031.5,332.0,3.0,2.0,1.0,2.0,3.0,384.0
8540,None,800.0,163.0,3.0,3.0,1.0,1.0,2.0,232.0
8550,None,322.0,134.0,3.0,3.0,1.0,1.0,3.0,433.0
8552,None,800.0,184.0,3.0,2.0,1.0,2.0,2.0,29.0
8553,None,800.0,461.0,4.0,1.0,2.0,2.0,3.0,546.0
8560,None,743.0,153.0,3.0,3.0,1.0,2.0,2.5,115.5
8570,None,866.0,148.0,3.0,2.0,1.0,1.0,4.0,194.0
8580,None,456.0,119.0,2.0,3.0,1.0,1.0,3.0,312.0
8600,None,689.0,396.0,3.0,3.0,2.0,2.0,4.0,304.0
8610,None,800.0,103.0,2.5,2.0,1.0,1.0,2.0,232.0
8620,None,932.0,84.5,2.0,4.0,1.0,2.0,2.0,165.5
8630,None,800.0,98.0,2.0,4.0,1.0,1.0,3.0,232.0
8640,None,575.0,229.0,4.0,3.0,1.0,1.0,4.0,380.0
8650,None,911.0,162.5,3.0,3.0,1.0,2.0,3.0,116.5
8660,None,800.0,76.0,3.0,3.0,1.0,1.0,4.0,675.0
8670,None,1080.0,101.0,2.0,4.0,1.0,1.0,2.0,167.0
8680,None,1026.0,140.0,3.0,2.0,1.0,1.0,2.0,387.0
8700,None,696.0,138.0,3.0,4.0,1.0,2.0,3.0,160.0
8710,None,800.0,270.0,4.0,2.0,1.0,2.0,4.0,122.0
8720,None,748.0,179.5,3.0,2.0,1.0,2.0,3.0,292.0
8730,None,800.0,111.0,3.0,1.0,1.0,1.0,2.0,232.0
8740,None,848.0,253.0,3.0,3.0,2.0,1.0,2.0,228.0
8760,None,800.0,103.0,2.0,3.0,1.0,1.0,3.0,111.0
8770,None,1757.5,472.0,4.0,3.0,2.0,3.5,3.0,191.5
8780,None,339.0,150.0,4.0,1.0,1.0,2.0,4.0,490.0
8790,None,761.0,141.0,3.0,3.0,1.0,2.0,3.0,169.0
8791,None,857.5,195.0,3.0,2.0,1.0,2.0,3.0,170.0
8792,None,1576.0,166.0,3.0,2.0,1.0,2.0,3.0,125.0
8793,None,823.5,168.0,3.0,2.0,1.0,2.0,3.0,305.0
8800,roeselare,810.0,111.0,3.0,3.0,1.0,1.0,2.0,232.0
8820,None,552.0,168.0,3.0,3.0,1.0,1.5,3.0,298.0
8840,None,599.0,184.0,3.0,2.0,2.0,1.0,2.0,350.0
8860,None,1179.0,348.0,5.0,3.0,1.0,2.0,4.0,410.0
8870,None,399.0,231.5,4.0,3.0,1.5,2.0,2.0,430.5
8890,None,262.0,132.0,3.0,2.0,1.0,2.0,2.5,268.5
8900,None,800.0,104.0,2.0,3.0,1.0,1.0,2.0,137.0
8920,None,800.0,176.5,4.5,2.0,1.0,1.0,3.0,232.0
8930,None,581.0,137.5,3.0,2.5,1.0,2.0,3.0,239.5
8940,None,633.0,180.0,4.0,3.0,1.0,1.0,2.0,237.0
8957,None,624.0,214.0,3.0,3.0,2.0,2.0,3.0,171.0
9000,gent,803.0,101.0,2.0,3.0,1.0,1.0,2.0,178.0
9030,None,919.0,127.0,2.0,3.0,1.0,2.0,3.0,184.0
9031,None,887.0,184.0,4.0,2.0,1.0,2.0,3.0,210.0
9032,None,901.0,120.0,3.0,3.0,1.0,1.0,3.0,193.0
9040,None,570.0,110.0,3.0,2.0,1.0,2.0,2.0,245.0
9041,None,924.0,107.0,3.0,4.0,1.0,1.0,2.0,190.0
9042,None,1367.5,342.5,3.5,3.0,1.0,2.0,4.0,686.5
9050,None,492.5,139.0,3.0,2.0,2.0,2.0,2.0,249.0
9051,None,2602.0,109.0,2.0,3.0,1.0,1.0,2.0,179.5
9052,None,759.0,107.0,2.0,2.0,1.0,1.0,2.0,152.0
9070,None,998.5,182.0,3.0,2.0,1.0,2.5,3.0,268.5
9080,None,870.0,75.5,2.0,3.0,1.0,1.0,2.0,223.0
9090,None,1554.0,162.0,3.0,2.0,1.0,2.0,3.0,351.0
9100,None,798.0,127.0,3.0,2.0,1.0,1.0,2.0,172.5
9111,None,899.0,152.0,3.0,1.0,1.0,2.0,3.0,194.0
9112,None,855.0,140.0,3.0,2.0,1.0,1.5,3.0,20.0
9120,None,703.0,151.0,3.0,3.0,1.0,2.0,3.0,232.0
9130,None,624.0,182.0,3.0,3.0,1.0,1.5,2.5,285.0
9140,None,678.0,112.0,3.0,2.5,1.0,1.0,2.0,249.0
9150,None,469.5,106.0,3.0,3.0,1.0,1.5,3.0,163.0
9160,None,1075.0,165.5,3.0,2.0,1.0,2.0,2.0,211.0
9180,None,800.0,112.0,3.0,3.0,1.0,1.0,3.0,232.0
9185,None,800.0,210.0,3.0,3.0,1.0,2.0,3.0,232.0
9190,None,800.0,238.0,3.0,2.0,1.0,2.0,3.0,24.5
9200,None,801.5,170.0,3.0,2.0,1.0,2.0,3.0,173.0
9220,None,677.0,146.0,3.0,3.0,1.0,1.0,2.0,205.0
9230,None,1256.0,126.0,3.0,1.0,1.0,2.0,2.0,161.0
9250,None,969.0,232.0,3.0,3.0,1.0,2.0,3.0,184.0
9255,None,800.0,119.0,4.0,3.0,1.0,2.0,3.0,232.0
9270,None,800.0,800.0,7.0,3.0,3.0,6.0,4.0,139.0
9280,None,855.0,150.0,3.0,3.0,1.0,2.0,4.0,388.0
9290,None,800.0,156.0,3.0,3.0,1.0,2.0,3.0,232.0
9300,None,849.0,125.0,2.0,3.0,1.0,1.0,2.0,246.0
9308,None,852.0,149.0,3.0,2.0,1.0,2.0,2.0,377.0
9310,None,951.0,176.0,3.0,2.0,1.0,2.0,3.0,294.0
9320,None,652.0,166.0,3.0,2.0,1.0,2.0,3.0,252.0
9340,None,800.0,180.0,3.0,1.0,1.0,2.0,3.0,232.0
9400,None,835.0,169.0,3.0,2.0,1.0,2.0,3.0,290.0
9401,None,697.5,208.0,3.0,3.0,1.0,1.5,3.0,287.0
9402,None,591.0,149.5,3.0,2.0,1.0,1.0,3.0,481.0
9403,None,489.0,160.0,3.0,3.0,2.0,2.0,2.0,367.0
9404,None,1085.0,315.0,3.0,1.0,1.0,2.0,3.0,276.0
9406,None,1186.0,229.5,3.0,3.0,1.0,2.0,3.0,324.0
9420,None,800.0,169.5,3.0,3.0,1.0,2.0,4.0,47.0
